Account ID,Date,Company Name,Amount,Category,Description
00003,2025-12-05,Waitrose,-44.91,Groceries,Weekly shop
00003,2025-12-06,Trainline,-15.87,Transport,Travel
00003,2025-12-08,Sainsbury's,-17.16,Groceries,Weekly shop
00003,2025-12-11,Costa Coffee,-8.37,Dining,Meal out
00003,2025-12-13,Morrisons,-43.77,Groceries,Weekly shop
00003,2025-12-21,Vodafone,-45.21,Bills,Monthly bill
00003,2025-12-22,Waitrose,-38.49,Groceries,Weekly shop
00003,2025-12-23,Nando's,-24.41,Dining,Meal out
00003,2025-12-24,Waitrose,-28.75,Groceries,Weekly shop
00003,2025-12-27,IKEA,-43.94,Other,Purchase
00003,2026-01-01,Aurora Retail Ltd,1650.00,Income,Monthly salary
00003,2026-01-01,Sainsbury's,-14.48,Groceries,Weekly shop
00003,2026-01-18,Wagamama,-31.16,Dining,Meal out
00003,2026-01-19,Aldi,-44.27,Groceries,Weekly shop
00003,2026-01-20,Aldi,-12.54,Groceries,Weekly shop
00003,2026-01-23,Tesco,-22.62,Groceries,Weekly shop
00003,2026-01-23,Uber,-22.75,Transport,Travel
00003,2026-01-25,British Gas,-72.62,Bills,Monthly bill
00003,2026-01-26,Sainsbury's,-15.87,Groceries,Weekly shop
00003,2026-01-27,Uber,-9.97,Transport,Travel
00003,2026-01-30,Nando's,-32.20,Dining,Meal out
00003,2026-01-31,Spotify,-37.47,Bills,Monthly bill
00003,2026-01-31,IKEA,-34.01,Other,Purchase
00003,2026-02-01,Aurora Retail Ltd,1650.00,Income,Monthly salary
00003,2026-02-02,Vodafone,-55.42,Bills,Monthly bill
00003,2026-02-09,Nando's,-20.97,Dining,Meal out
00003,2026-02-10,Lidl,-42.15,Groceries,Weekly shop
00003,2026-02-10,Waitrose,-31.06,Groceries,Weekly shop
00003,2026-02-12,Trainline,-13.49,Transport,Travel
00003,2026-02-15,Lidl,-44.81,Groceries,Weekly shop
00003,2026-02-16,Lidl,-21.34,Groceries,Weekly shop
00003,2026-02-16,Lidl,-15.70,Groceries,Weekly shop
00003,2026-02-18,Amazon,-10.97,Other,Purchase
00003,2026-02-21,Trainline,-11.90,Transport,Travel
00003,2026-02-23,Costa Coffee,-23.76,Dining,Meal out
00003,2026-02-23,British Gas,-22.30,Bills,Monthly bill
00003,2026-03-01,Aurora Retail Ltd,1650.00,Income,Monthly salary
00003,2026-03-02,Aldi,-17.55,Groceries,Weekly shop
00003,2026-03-02,IKEA,-36.54,Other,Purchase
00003,2026-03-06,TfL,-20.95,Transport,Travel
00003,2026-03-08,Pret A Manger,-17.19,Dining,Meal out
00003,2026-03-10,British Gas,-24.07,Bills,Monthly bill
00003,2026-03-16,TfL,-23.87,Transport,Travel
00003,2026-03-21,Aldi,-26.64,Groceries,Weekly shop
00003,2026-03-22,Aldi,-33.73,Groceries,Weekly shop
00003,2026-03-22,Wagamama,-33.45,Dining,Meal out
00003,2026-03-25,Waitrose,-18.96,Groceries,Weekly shop
00003,2026-03-31,Tesco,-30.90,Groceries,Weekly shop
00003,2026-04-01,Aurora Retail Ltd,1650.00,Income,Monthly salary
00003,2026-04-01,Wagamama,-8.28,Dining,Meal out
00003,2026-04-01,TfL,-7.26,Transport,Travel
00003,2026-04-02,Tesco,-12.61,Groceries,Weekly shop
00003,2026-04-12,Tesco,-43.77,Groceries,Weekly shop
00003,2026-04-16,Thames Water,-54.07,Bills,Monthly bill
00003,2026-04-18,Aldi,-26.82,Groceries,Weekly shop
00003,2026-04-18,EE,-19.02,Bills,Monthly bill
00003,2026-04-25,Waitrose,-30.41,Groceries,Weekly shop
00003,2026-04-26,Trainline,-17.62,Transport,Travel
00003,2026-04-27,Waitrose,-28.38,Groceries,Weekly shop
00003,2026-04-28,Pizza Express,-22.40,Dining,Meal out
00003,2026-05-01,Aurora Retail Ltd,1650.00,Income,Monthly salary
00003,2026-05-04,Waitrose,-29.33,Groceries,Weekly shop
00003,2026-05-07,Tesco,-29.59,Groceries,Weekly shop
00003,2026-05-08,Spotify,-29.44,Bills,Monthly bill
00003,2026-05-09,Aldi,-21.21,Groceries,Weekly shop
00003,2026-05-11,ASOS,-29.53,Other,Purchase
00003,2026-05-14,TfL,-19.01,Transport,Travel
00003,2026-05-15,National Express,-7.74,Transport,Travel
00003,2026-05-18,Wagamama,-16.97,Dining,Meal out
00003,2026-05-19,Vodafone,-47.01,Bills,Monthly bill
00003,2026-05-20,Pret A Manger,-18.30,Dining,Meal out
00003,2026-05-26,Morrisons,-23.34,Groceries,Weekly shop
00003,2026-05-30,Sainsbury's,-18.86,Groceries,Weekly shop
00003,2026-06-01,Aurora Retail Ltd,1650.00,Income,Monthly salary
00003,2026-06-03,Boots,-58.96,Other,Purchase
00003,2026-06-04,Aldi,-22.11,Groceries,Weekly shop
00003,2026-06-09,Morrisons,-24.10,Groceries,Weekly shop
00003,2026-06-11,Spotify,-35.61,Bills,Monthly bill
00003,2026-06-15,Waitrose,-30.27,Groceries,Weekly shop
00003,2026-06-16,Waitrose,-31.74,Groceries,Weekly shop
00003,2026-06-16,Uber,-9.78,Transport,Travel
00003,2026-06-17,Nando's,-20.30,Dining,Meal out
00003,2026-06-20,TfL,-24.75,Transport,Travel
00003,2026-06-24,Costa Coffee,-23.32,Dining,Meal out
00003,2026-06-27,Tesco,-27.92,Groceries,Weekly shop
00003,2026-07-01,Aurora Retail Ltd,1650.00,Income,Monthly salary
00003,2026-07-05,Lidl,-21.94,Groceries,Weekly shop
00003,2026-07-09,TfL,-24.63,Transport,Travel
00003,2026-07-12,Pret A Manger,-9.11,Dining,Meal out
00003,2026-07-15,Morrisons,-19.93,Groceries,Weekly shop
00003,2026-07-15,Sainsbury's,-35.31,Groceries,Weekly shop
00003,2026-07-15,Sainsbury's,-28.01,Groceries,Weekly shop
00003,2026-07-15,Aldi,-30.76,Groceries,Weekly shop
00003,2026-07-15,Pret A Manger,-24.66,Dining,Meal out
00003,2026-07-15,TfL,-24.74,Transport,Travel
00003,2026-07-15,Netflix,-71.51,Bills,Monthly bill
00003,2026-07-15,EE,-89.33,Bills,Monthly bill
